sequence,dataset,frame,dx,dy,maximizer_x_cells,maximizer_y_cells,boundary,maximizing_shifts,native_overlap,maximum_overlap
0003,v2v_development,29,3.0,0.5,6,1,False,1,560,736
0003,v2v_development,30,3.0,0.5,6,1,False,1,549,718
0003,v2v_development,31,2.5,0.5,5,1,False,1,509,680
0003,v2v_development,32,2.5,0.5,5,1,False,1,528,694
0003,v2v_development,33,2.0,0.5,4,1,False,1,611,799
0003,v2v_development,34,2.0,0.5,4,1,False,1,621,814
0003,v2v_development,35,2.5,0.5,5,1,False,1,623,827
0003,v2v_development,36,2.5,0.5,5,1,False,1,621,836
0003,v2v_development,37,2.0,0.5,4,1,False,1,632,810
0003,v2v_development,38,2.5,0.5,5,1,False,1,582,813
0003,v2v_development,39,2.5,0.5,5,1,False,1,546,793
0003,v2v_development,40,2.5,0.5,5,1,False,1,552,772
0003,v2v_development,41,2.5,0.5,5,1,False,1,615,835
0003,v2v_development,42,2.5,0.5,5,1,False,1,625,808
0003,v2v_development,43,2.5,0.5,5,1,False,1,542,747
0003,v2v_development,44,2.0,0.5,4,1,False,1,517,709
0003,v2v_development,45,2.5,0.5,5,1,False,1,484,751
0003,v2v_development,46,2.0,0.0,4,0,False,1,546,737
0003,v2v_development,47,2.5,0.5,5,1,False,1,511,703
0003,v2v_development,48,2.0,0.0,4,0,False,1,493,699
0003,v2v_development,49,3.0,0.5,6,1,False,1,381,671
0003,v2v_development,50,4.0,0.5,8,1,False,1,364,654
0003,v2v_development,51,2.0,0.0,4,0,False,1,445,638
0003,v2v_development,52,2.0,0.0,4,0,False,1,459,650
0003,v2v_development,53,2.0,0.0,4,0,False,1,474,672
0003,v2v_development,54,2.5,0.0,5,0,False,1,501,722
0003,v2v_development,55,2.0,0.5,4,1,False,1,510,702
0003,v2v_development,56,2.0,0.5,4,1,False,1,523,709
0003,v2v_development,57,1.5,0.0,3,0,False,1,566,748
0003,v2v_development,58,2.0,0.0,4,0,False,1,518,746
0003,v2v_development,59,2.5,0.0,5,0,False,1,505,728
0003,v2v_development,60,3.0,0.0,6,0,False,1,418,696
0003,v2v_development,61,2.0,0.0,4,0,False,1,489,707
0003,v2v_development,62,2.0,0.0,4,0,False,1,500,717
0003,v2v_development,63,1.5,0.0,3,0,False,1,528,708
0003,v2v_development,64,2.5,0.0,5,0,False,1,469,674
0003,v2v_development,65,1.5,0.0,3,0,False,1,519,695
0003,v2v_development,66,2.0,0.5,4,1,False,1,428,693
0003,v2v_development,67,2.0,0.5,4,1,False,1,485,732
0003,v2v_development,68,2.0,0.5,4,1,False,1,467,683
0003,v2v_development,69,2.5,0.5,5,1,False,1,438,656
0003,v2v_development,70,3.5,0.0,7,0,False,1,409,692
0003,v2v_development,71,2.0,0.5,4,1,False,1,445,684
0003,v2v_development,72,2.0,0.5,4,1,False,1,465,676
0003,v2v_development,73,2.0,0.5,4,1,False,1,474,679
0003,v2v_development,74,2.5,0.5,5,1,False,1,470,670
0003,v2v_development,75,2.0,0.5,4,1,False,1,487,714
0003,v2v_development,76,2.5,0.5,5,1,False,1,475,656
0003,v2v_development,77,2.5,0.5,5,1,False,1,434,620
0003,v2v_development,78,2.0,0.0,4,0,False,1,460,614
0003,v2v_development,79,2.5,0.0,5,0,False,1,468,670
0003,v2v_development,80,3.0,0.0,6,0,False,1,511,715
0003,v2v_development,81,1.5,0.0,3,0,False,1,585,745
0003,v2v_development,82,1.5,0.0,3,0,False,1,616,801
0003,v2v_development,83,1.0,0.0,2,0,False,1,684,789
0003,v2v_development,84,2.0,0.0,4,0,False,1,564,713
0003,v2v_development,85,1.5,0.0,3,0,False,1,544,713
0003,v2v_development,86,1.5,0.0,3,0,False,1,549,708
0003,v2v_development,87,1.5,0.5,3,1,False,1,570,734
0003,v2v_development,88,1.5,0.5,3,1,False,1,593,755
0003,v2v_development,89,1.5,0.0,3,0,False,1,606,763
0003,v2v_development,90,1.5,0.5,3,1,False,1,587,705
0003,v2v_development,91,1.0,0.5,2,1,False,2,511,638
0003,v2v_development,92,1.5,0.0,3,0,False,1,555,688
0003,v2v_development,93,1.5,0.5,3,1,False,1,529,693
0003,v2v_development,94,1.0,0.0,2,0,False,1,579,718
0003,v2v_development,95,1.0,0.0,2,0,False,1,638,789
0003,v2v_development,96,1.0,0.0,2,0,False,1,595,714
0003,v2v_development,97,1.0,0.0,2,0,False,1,605,718
0003,v2v_development,98,1.5,0.0,3,0,False,1,597,699
0003,v2v_development,99,2.0,0.0,4,0,False,1,566,713
0003,v2v_development,100,2.5,0.0,5,0,False,1,544,729
0003,v2v_development,101,0.5,0.0,1,0,False,1,669,756
0003,v2v_development,102,1.0,0.0,2,0,False,1,667,781
0003,v2v_development,103,1.0,0.0,2,0,False,1,680,784
0003,v2v_development,104,0.5,0.0,1,0,False,1,718,780
0003,v2v_development,105,1.5,0.0,3,0,False,1,682,809
0003,v2v_development,106,1.0,0.0,2,0,False,1,685,786
0003,v2v_development,107,0.5,0.0,1,0,False,1,787,815
0003,v2v_development,108,0.5,0.0,1,0,False,1,754,801
0003,v2v_development,109,0.0,0.0,0,0,False,2,785,785
0003,v2v_development,110,0.5,0.0,1,0,False,1,784,824
0003,v2v_development,111,0.5,0.0,1,0,False,1,778,817
0003,v2v_development,112,0.5,0.0,1,0,False,1,789,857
0003,v2v_development,113,0.5,0.0,1,0,False,1,855,908
0003,v2v_development,114,1.0,0.0,2,0,False,1,785,940
0003,v2v_development,115,1.0,0.0,2,0,False,1,860,953
0003,v2v_development,116,1.0,0.0,2,0,False,1,831,976
0003,v2v_development,117,0.5,0.5,1,1,False,1,907,962
0003,v2v_development,118,0.5,0.0,1,0,False,1,900,961
0003,v2v_development,119,0.5,0.0,1,0,False,1,895,980
0003,v2v_development,120,0.5,0.0,1,0,False,1,929,994
0003,v2v_development,121,0.5,0.0,1,0,False,1,915,981
0003,v2v_development,122,0.5,0.0,1,0,False,1,912,976
0003,v2v_development,123,0.5,0.0,1,0,False,1,927,987
0003,v2v_development,124,0.5,0.0,1,0,False,1,909,989
0003,v2v_development,125,0.5,0.0,1,0,False,1,923,959
0003,v2v_development,126,0.5,0.0,1,0,False,1,914,928
0003,v2v_development,127,0.5,0.0,1,0,False,1,892,941
0003,v2v_development,128,0.5,0.0,1,0,False,1,890,933
0003,v2v_development,129,0.5,0.0,1,0,False,1,871,907
0003,v2v_development,130,1.0,0.0,2,0,False,1,773,881
0003,v2v_development,131,0.5,0.0,1,0,False,1,834,845
0003,v2v_development,132,0.5,0.0,1,0,False,1,782,827
0003,v2v_development,133,0.5,0.0,1,0,False,1,780,813
0003,v2v_development,134,0.5,0.0,1,0,False,1,801,826
0003,v2v_development,135,0.5,0.0,1,0,False,1,775,814
0003,v2v_development,136,0.5,0.0,1,0,False,1,788,820
0003,v2v_development,137,0.5,0.0,1,0,False,1,807,844
0003,v2v_development,138,0.5,0.0,1,0,False,1,794,837
0003,v2v_development,139,0.5,0.0,1,0,False,1,755,844
0003,v2v_development,140,0.5,0.0,1,0,False,1,798,824
0003,v2v_development,141,0.5,0.0,1,0,False,1,756,808
0003,v2v_development,142,0.5,0.0,1,0,False,1,737,774
0003,v2v_development,143,0.5,0.0,1,0,False,1,725,773
0003,v2v_development,144,0.5,0.0,1,0,False,1,701,750
0003,v2v_development,145,1.0,0.0,2,0,False,1,663,777
0003,v2v_development,146,0.5,0.0,1,0,False,1,692,779
0003,v2v_development,147,0.5,0.0,1,0,False,1,680,784
0003,v2v_development,148,0.5,0.0,1,0,False,1,680,746
0003,v2v_development,149,1.0,0.0,2,0,False,1,595,703
0003,v2v_development,150,1.0,0.0,2,0,False,1,562,694
0003,v2v_development,151,1.0,0.0,2,0,False,1,600,683
0003,v2v_development,152,0.5,0.0,1,0,False,1,597,659
0003,v2v_development,153,0.5,0.0,1,0,False,1,573,645
0003,v2v_development,154,0.5,0.0,1,0,False,1,576,659
0003,v2v_development,155,0.5,0.0,1,0,False,1,558,644
0003,v2v_development,156,0.5,0.0,1,0,False,1,556,642
0003,v2v_development,157,1.0,0.0,2,0,False,1,513,640
0003,v2v_development,158,0.5,0.0,1,0,False,1,547,645
0003,v2v_development,159,0.5,0.0,1,0,False,1,535,620
0003,v2v_development,160,1.0,0.0,2,0,False,1,508,659
0003,v2v_development,161,0.5,0.0,1,0,False,1,617,675
0003,v2v_development,162,0.5,0.0,1,0,False,1,624,707
0003,v2v_development,163,0.5,0.0,1,0,False,1,559,674
0003,v2v_development,164,0.5,0.0,1,0,False,1,666,709
0003,v2v_development,165,0.5,0.0,1,0,False,1,632,740
0003,v2v_development,166,0.5,0.0,1,0,False,1,616,717
0003,v2v_development,167,0.5,0.0,1,0,False,1,679,766
0003,v2v_development,168,0.5,0.0,1,0,False,1,614,746
0003,v2v_development,169,1.0,0.0,2,0,False,1,604,793
0003,v2v_development,170,0.5,0.0,1,0,False,1,703,814
0003,v2v_development,171,0.5,0.0,1,0,False,1,735,841
0003,v2v_development,172,0.5,0.0,1,0,False,1,697,849
0003,v2v_development,173,1.0,0.0,2,0,False,1,685,817
0003,v2v_development,174,1.0,0.0,2,0,False,1,698,862
0003,v2v_development,175,0.5,0.0,1,0,False,1,775,860
0003,v2v_development,176,0.5,0.0,1,0,False,1,689,840
0003,v2v_development,177,0.5,0.0,1,0,False,1,688,835
0003,v2v_development,178,0.5,0.0,1,0,False,1,679,862
0003,v2v_development,179,1.0,0.0,2,0,False,1,660,887
0003,v2v_development,180,0.5,0.0,1,0,False,1,710,858
0003,v2v_development,181,0.5,0.0,1,0,False,1,694,844
0003,v2v_development,182,0.5,0.0,1,0,False,1,742,880
0003,v2v_development,183,0.5,0.0,1,0,False,1,725,879
0003,v2v_development,184,0.5,0.0,1,0,False,1,783,909
0003,v2v_development,185,0.5,0.0,1,0,False,1,712,884
0003,v2v_development,186,0.5,0.0,1,0,False,1,809,950
0003,v2v_development,187,0.5,0.0,1,0,False,1,857,972
0003,v2v_development,188,0.5,0.0,1,0,False,1,865,949
0003,v2v_development,189,0.5,0.0,1,0,False,1,795,985
0003,v2v_development,190,0.5,0.0,1,0,False,1,868,961
0003,v2v_development,191,0.5,0.0,1,0,False,1,855,984
0003,v2v_development,192,0.5,0.0,1,0,False,1,866,966
0003,v2v_development,193,0.5,0.0,1,0,False,1,861,960
0003,v2v_development,194,0.5,0.0,1,0,False,1,900,997
0003,v2v_development,195,0.5,0.0,1,0,False,1,886,1018
0003,v2v_development,196,0.5,0.0,1,0,False,1,955,1005
0003,v2v_development,197,0.5,0.0,1,0,False,1,917,1017
0003,v2v_development,198,0.5,0.0,1,0,False,1,907,1016
0004,v2v_development,1,0.0,0.0,0,0,False,1,1490,1490
0004,v2v_development,2,0.0,0.0,0,0,False,1,1505,1505
0004,v2v_development,3,0.0,0.0,0,0,False,1,1529,1529
0004,v2v_development,4,0.0,0.0,0,0,False,1,1482,1482
0004,v2v_development,5,0.0,0.0,0,0,False,1,1499,1499
0004,v2v_development,6,0.0,0.0,0,0,False,1,1501,1501
0004,v2v_development,7,0.0,0.0,0,0,False,1,1508,1508
0004,v2v_development,8,0.0,0.0,0,0,False,1,1494,1494
0004,v2v_development,9,0.0,0.0,0,0,False,1,1521,1521
0004,v2v_development,10,0.0,0.0,0,0,False,1,1507,1507
0004,v2v_development,11,0.0,0.0,0,0,False,1,1495,1495
0004,v2v_development,12,0.0,0.0,0,0,False,1,1538,1538
0004,v2v_development,13,0.0,0.0,0,0,False,1,1516,1516
0004,v2v_development,14,0.0,0.0,0,0,False,1,1514,1514
0004,v2v_development,15,0.0,0.0,0,0,False,1,1525,1525
0004,v2v_development,16,0.0,0.0,0,0,False,1,1524,1524
0004,v2v_development,17,0.0,0.0,0,0,False,1,1523,1523
0004,v2v_development,18,0.0,0.0,0,0,False,1,1511,1511
0004,v2v_development,19,0.0,0.0,0,0,False,1,1508,1508
0004,v2v_development,20,0.0,0.0,0,0,False,1,1514,1514
0004,v2v_development,21,0.0,0.0,0,0,False,1,1532,1532
0004,v2v_development,22,0.0,0.0,0,0,False,1,1527,1527
0004,v2v_development,23,0.0,0.0,0,0,False,1,1508,1508
0004,v2v_development,24,0.0,0.0,0,0,False,1,1525,1525
0004,v2v_development,25,0.0,0.0,0,0,False,1,1512,1512
0004,v2v_development,26,0.0,0.0,0,0,False,1,1501,1501
0004,v2v_development,27,0.0,0.0,0,0,False,1,1493,1493
0004,v2v_development,28,0.0,0.0,0,0,False,1,1521,1521
0004,v2v_development,29,0.0,0.0,0,0,False,1,1519,1519
0004,v2v_development,30,0.0,0.0,0,0,False,1,1481,1481
0004,v2v_development,31,0.0,0.0,0,0,False,1,1515,1515
0004,v2v_development,32,0.0,0.0,0,0,False,1,1515,1515
0004,v2v_development,33,0.0,0.0,0,0,False,1,1491,1491
0004,v2v_development,34,0.0,0.0,0,0,False,1,1497,1497
0004,v2v_development,35,0.0,0.0,0,0,False,1,1524,1524
0004,v2v_development,36,0.0,0.0,0,0,False,1,1511,1511
0004,v2v_development,37,0.0,0.0,0,0,False,1,1514,1514
0004,v2v_development,38,0.0,0.0,0,0,False,1,1528,1528
0004,v2v_development,39,0.0,0.0,0,0,False,1,1524,1524
0004,v2v_development,40,0.0,0.0,0,0,False,1,1519,1519
0004,v2v_development,41,0.0,0.0,0,0,False,1,1526,1526
0004,v2v_development,42,0.0,0.0,0,0,False,1,1524,1524
0004,v2v_development,43,0.0,0.0,0,0,False,1,1539,1539
0004,v2v_development,44,0.0,0.0,0,0,False,1,1545,1545
0004,v2v_development,45,0.0,0.0,0,0,False,1,1529,1529
0004,v2v_development,46,0.0,0.0,0,0,False,1,1495,1495
0004,v2v_development,47,0.0,0.0,0,0,False,1,1530,1530
0004,v2v_development,48,0.0,0.0,0,0,False,1,1529,1529
0004,v2v_development,49,0.0,0.0,0,0,False,1,1531,1531
0004,v2v_development,50,0.0,0.0,0,0,False,1,1533,1533
0004,v2v_development,51,0.0,0.0,0,0,False,1,1528,1528
0004,v2v_development,52,0.0,0.0,0,0,False,1,1500,1500
0004,v2v_development,53,0.0,0.0,0,0,False,1,1531,1531
0004,v2v_development,54,0.0,0.0,0,0,False,1,1536,1536
0004,v2v_development,55,0.0,0.0,0,0,False,1,1522,1522
0004,v2v_development,56,0.0,0.0,0,0,False,1,1558,1558
0004,v2v_development,57,0.0,0.0,0,0,False,1,1536,1536
0004,v2v_development,58,0.0,0.0,0,0,False,1,1544,1544
0004,v2v_development,59,0.0,0.0,0,0,False,1,1527,1527
0004,v2v_development,60,0.0,0.0,0,0,False,1,1515,1515
0004,v2v_development,61,0.0,0.0,0,0,False,1,1536,1536
0004,v2v_development,62,0.0,0.0,0,0,False,1,1539,1539
0004,v2v_development,63,0.0,0.0,0,0,False,1,1524,1524
0004,v2v_development,64,0.0,0.0,0,0,False,1,1533,1533
0004,v2v_development,65,0.0,0.0,0,0,False,1,1513,1513
0004,v2v_development,66,0.0,0.0,0,0,False,1,1536,1536
0004,v2v_development,67,0.0,0.0,0,0,False,1,1528,1528
0004,v2v_development,68,0.0,0.0,0,0,False,1,1510,1510
0004,v2v_development,69,0.0,0.0,0,0,False,1,1519,1519
0004,v2v_development,70,0.0,0.0,0,0,False,1,1522,1522
0004,v2v_development,71,0.0,0.0,0,0,False,1,1525,1525
0004,v2v_development,72,0.0,0.0,0,0,False,1,1524,1524
0004,v2v_development,73,0.0,0.0,0,0,False,1,1504,1504
0004,v2v_development,74,0.0,0.0,0,0,False,1,1533,1533
0004,v2v_development,75,0.0,0.0,0,0,False,1,1541,1541
0004,v2v_development,76,0.0,0.0,0,0,False,1,1518,1518
0004,v2v_development,77,0.0,0.0,0,0,False,1,1500,1500
0004,v2v_development,78,0.0,0.0,0,0,False,1,1525,1525
0004,v2v_development,79,0.0,0.0,0,0,False,1,1529,1529
0004,v2v_development,80,0.0,0.0,0,0,False,1,1531,1531
0004,v2v_development,81,0.0,0.0,0,0,False,1,1510,1510
0004,v2v_development,82,0.0,0.0,0,0,False,1,1533,1533
0004,v2v_development,83,0.0,0.0,0,0,False,1,1524,1524
0004,v2v_development,84,0.0,0.0,0,0,False,1,1504,1504
0004,v2v_development,85,0.0,0.0,0,0,False,1,1542,1542
0004,v2v_development,86,0.0,0.0,0,0,False,1,1518,1518
0004,v2v_development,87,0.0,0.0,0,0,False,1,1512,1512
0004,v2v_development,88,0.0,0.0,0,0,False,1,1504,1504
0004,v2v_development,89,0.0,0.0,0,0,False,1,1519,1519
0004,v2v_development,90,0.0,0.0,0,0,False,1,1533,1533
0004,v2v_development,91,0.0,0.0,0,0,False,1,1510,1510
0004,v2v_development,92,0.0,0.0,0,0,False,1,1478,1478
0004,v2v_development,93,0.0,0.0,0,0,False,1,1535,1535
0004,v2v_development,94,0.0,0.0,0,0,False,1,1506,1506
0004,v2v_development,95,0.0,0.0,0,0,False,1,1490,1490
0004,v2v_development,96,0.0,0.0,0,0,False,1,1521,1521
0004,v2v_development,97,0.0,0.0,0,0,False,1,1505,1505
0004,v2v_development,98,0.0,0.0,0,0,False,1,1499,1499
0004,v2v_development,99,0.0,0.0,0,0,False,1,1490,1490
0004,v2v_development,100,0.0,0.0,0,0,False,1,1484,1484
0004,v2v_development,101,0.0,0.0,0,0,False,1,1513,1513
0004,v2v_development,102,0.0,0.0,0,0,False,1,1484,1484
0004,v2v_development,103,0.0,0.0,0,0,False,1,1484,1484
0004,v2v_development,104,0.0,0.0,0,0,False,1,1513,1513
0004,v2v_development,105,0.0,0.0,0,0,False,1,1510,1510
0004,v2v_development,106,0.0,0.0,0,0,False,1,1491,1491
0004,v2v_development,107,0.0,0.0,0,0,False,1,1461,1461
0004,v2v_development,108,0.0,0.0,0,0,False,1,1479,1479
0004,v2v_development,109,0.0,0.0,0,0,False,1,1493,1493
0004,v2v_development,110,0.0,0.0,0,0,False,1,1502,1502
0004,v2v_development,111,0.0,0.0,0,0,False,1,1483,1483
0004,v2v_development,112,0.0,0.0,0,0,False,1,1453,1453
0004,v2v_development,113,0.0,0.0,0,0,False,1,1492,1492
0004,v2v_development,114,0.0,0.0,0,0,False,1,1488,1488
0004,v2v_development,115,0.0,0.0,0,0,False,1,1499,1499
0004,v2v_development,116,0.0,0.0,0,0,False,1,1502,1502
0004,v2v_development,117,0.0,0.0,0,0,False,1,1505,1505
0004,v2v_development,118,0.0,0.0,0,0,False,1,1470,1470
0004,v2v_development,119,0.0,0.0,0,0,False,1,1491,1491
0004,v2v_development,120,0.0,0.0,0,0,False,1,1517,1517
0004,v2v_development,121,0.0,0.0,0,0,False,1,1524,1524
0004,v2v_development,122,0.0,0.0,0,0,False,1,1513,1513
0004,v2v_development,123,0.0,0.0,0,0,False,1,1490,1490
0004,v2v_development,124,0.0,0.0,0,0,False,1,1502,1502
0004,v2v_development,125,0.0,0.0,0,0,False,1,1495,1495
0004,v2v_development,126,0.0,0.0,0,0,False,1,1530,1530
0004,v2v_development,127,0.0,0.0,0,0,False,1,1495,1495
0004,v2v_development,128,0.0,0.0,0,0,False,1,1475,1475
0004,v2v_development,129,0.0,0.0,0,0,False,1,1494,1494
0004,v2v_development,130,0.0,0.0,0,0,False,1,1499,1499
0004,v2v_development,131,0.0,0.0,0,0,False,1,1519,1519
0004,v2v_development,132,0.0,0.0,0,0,False,1,1500,1500
0004,v2v_development,133,0.0,0.0,0,0,False,1,1529,1529
0004,v2v_development,134,0.0,0.0,0,0,False,1,1524,1524
0004,v2v_development,135,0.0,0.0,0,0,False,1,1519,1519
0004,v2v_development,136,0.0,0.0,0,0,False,1,1496,1496
0004,v2v_development,137,0.0,0.0,0,0,False,1,1493,1493
0004,v2v_development,138,0.0,0.0,0,0,False,1,1504,1504
0004,v2v_development,139,0.0,0.0,0,0,False,1,1489,1489
0004,v2v_development,140,0.0,0.0,0,0,False,1,1481,1481
0004,v2v_development,141,0.0,0.0,0,0,False,1,1483,1483
0004,v2v_development,142,0.0,0.0,0,0,False,1,1453,1453
0004,v2v_development,143,0.0,0.0,0,0,False,1,1466,1466
0004,v2v_development,144,0.0,0.0,0,0,False,1,1425,1425
0004,v2v_development,145,0.0,0.0,0,0,False,1,1428,1428
0004,v2v_development,146,0.0,0.0,0,0,False,1,1436,1436
0004,v2v_development,147,0.0,0.0,0,0,False,1,1406,1406
0004,v2v_development,148,0.5,0.0,1,0,False,1,1376,1389
0004,v2v_development,149,0.5,0.0,1,0,False,1,1369,1389
0004,v2v_development,150,0.5,0.0,1,0,False,1,1373,1383
0004,v2v_development,151,0.5,0.0,1,0,False,1,1315,1379
0004,v2v_development,152,0.5,0.0,1,0,False,1,1294,1414
0004,v2v_development,153,0.5,0.0,1,0,False,1,1291,1411
0004,v2v_development,154,0.5,0.0,1,0,False,1,1251,1417
0004,v2v_development,155,0.5,0.0,1,0,False,1,1209,1368
0004,v2v_development,156,0.5,0.0,1,0,False,1,1186,1359
0004,v2v_development,157,0.5,0.0,1,0,False,1,1153,1354
0004,v2v_development,158,0.5,0.0,1,0,False,1,1147,1333
0004,v2v_development,159,0.5,0.0,1,0,False,1,1136,1351
0004,v2v_development,160,0.5,0.0,1,0,False,1,1114,1331
0004,v2v_development,161,0.5,0.0,1,0,False,1,1098,1307
0004,v2v_development,162,0.5,0.0,1,0,False,1,1070,1302
0004,v2v_development,163,0.5,0.0,1,0,False,1,1095,1315
0004,v2v_development,164,1.0,0.0,2,0,False,1,1083,1308
0004,v2v_development,165,1.0,0.0,2,0,False,1,1067,1315
0004,v2v_development,166,1.0,0.0,2,0,False,1,1088,1333
0004,v2v_development,167,1.0,0.0,2,0,False,1,1097,1339
0004,v2v_development,168,0.5,0.0,1,0,False,1,1157,1355
0004,v2v_development,169,1.0,0.0,2,0,False,1,1072,1378
0004,v2v_development,170,1.0,0.0,2,0,False,1,1123,1380
0004,v2v_development,171,0.5,0.0,1,0,False,1,1142,1373
0004,v2v_development,172,1.0,0.0,2,0,False,1,1109,1372
0004,v2v_development,173,1.0,0.0,2,0,False,1,1130,1349
0004,v2v_development,174,1.0,0.0,2,0,False,1,1113,1359
0004,v2v_development,175,1.0,0.0,2,0,False,1,1129,1362
0004,v2v_development,176,0.5,0.0,1,0,False,1,1125,1337
0004,v2v_development,177,0.5,0.0,1,0,False,1,1075,1289
0004,v2v_development,178,0.5,0.0,1,0,False,1,1054,1281
0004,v2v_development,179,0.5,0.0,1,0,False,1,1081,1306
0004,v2v_development,180,0.5,0.0,1,0,False,1,1029,1249
0005,v2v_development,1,1.0,0.0,2,0,False,1,696,883
0005,v2v_development,2,0.5,0.0,1,0,False,1,731,915
0005,v2v_development,3,0.5,0.0,1,0,False,1,767,938
0005,v2v_development,4,1.0,0.0,2,0,False,1,745,946
0005,v2v_development,5,0.5,0.0,1,0,False,1,659,794
0005,v2v_development,6,1.0,0.0,2,0,False,1,535,739
0005,v2v_development,7,1.0,0.0,2,0,False,1,559,768
0005,v2v_development,8,0.5,0.0,1,0,False,1,639,796
0005,v2v_development,9,1.0,0.0,2,0,False,1,646,899
0005,v2v_development,10,1.0,0.0,2,0,False,1,681,922
0005,v2v_development,11,0.5,0.0,1,0,False,1,850,991
0005,v2v_development,12,1.0,0.0,2,0,False,1,718,950
0005,v2v_development,13,1.0,0.0,2,0,False,1,635,845
0005,v2v_development,14,0.5,0.0,1,0,False,1,632,752
0005,v2v_development,15,1.0,0.0,2,0,False,1,639,773
0005,v2v_development,16,0.5,0.0,1,0,False,1,661,742
0005,v2v_development,17,1.0,0.0,2,0,False,1,581,731
0005,v2v_development,18,1.0,0.0,2,0,False,1,613,773
0005,v2v_development,19,1.0,0.0,2,0,False,1,634,778
0005,v2v_development,20,1.0,0.0,2,0,False,1,663,847
0005,v2v_development,21,0.5,0.0,1,0,False,1,801,921
0005,v2v_development,22,1.0,0.0,2,0,False,1,690,930
0005,v2v_development,23,1.0,0.0,2,0,False,1,681,861
0005,v2v_development,24,1.0,0.0,2,0,False,1,659,831
0005,v2v_development,25,1.0,0.0,2,0,False,1,619,821
0005,v2v_development,26,1.0,0.0,2,0,False,1,663,782
0005,v2v_development,27,1.0,0.0,2,0,False,1,646,810
0005,v2v_development,28,1.0,0.0,2,0,False,1,630,802
0005,v2v_development,29,1.0,0.0,2,0,False,1,599,825
0005,v2v_development,30,1.0,0.0,2,0,False,1,595,807
0005,v2v_development,31,1.0,0.0,2,0,False,1,651,834
0005,v2v_development,32,1.0,0.0,2,0,False,1,571,769
0005,v2v_development,33,1.0,0.0,2,0,False,1,565,748
0005,v2v_development,34,1.0,0.0,2,0,False,1,529,750
0005,v2v_development,35,1.0,0.0,2,0,False,1,580,765
0005,v2v_development,36,1.0,0.0,2,0,False,1,573,804
0005,v2v_development,37,1.0,0.0,2,0,False,1,580,774
0005,v2v_development,38,1.0,0.0,2,0,False,1,502,637
0005,v2v_development,39,1.0,0.0,2,0,False,1,486,661
0005,v2v_development,40,1.0,0.0,2,0,False,1,472,638
0005,v2v_development,41,1.0,0.0,2,0,False,1,516,646
0005,v2v_development,42,1.5,0.0,3,0,False,1,536,694
0005,v2v_development,43,1.0,0.0,2,0,False,1,478,617
0005,v2v_development,44,1.5,0.0,3,0,False,1,488,630
0005,v2v_development,45,1.0,0.0,2,0,False,1,492,636
0005,v2v_development,46,1.5,0.0,3,0,False,1,464,642
0005,v2v_development,47,1.0,0.0,2,0,False,1,460,632
0005,v2v_development,48,1.0,0.0,2,0,False,1,496,653
0005,v2v_development,49,2.0,0.0,4,0,False,1,400,593
0005,v2v_development,50,1.0,0.0,2,0,False,1,445,594
0005,v2v_development,51,1.0,0.0,2,0,False,1,453,589
0005,v2v_development,52,1.0,0.0,2,0,False,1,446,603
0005,v2v_development,53,1.0,0.0,2,0,False,1,480,600
0005,v2v_development,54,1.5,0.0,3,0,False,1,419,563
0005,v2v_development,55,1.5,0.0,3,0,False,1,402,567
0005,v2v_development,56,1.5,0.0,3,0,False,1,416,598
0005,v2v_development,57,1.5,0.0,3,0,False,1,388,568
0005,v2v_development,58,1.5,0.0,3,0,False,1,406,575
0005,v2v_development,59,1.5,0.0,3,0,False,1,373,556
0005,v2v_development,60,1.5,0.0,3,0,False,1,423,575
0005,v2v_development,61,1.5,0.0,3,0,False,1,402,577
0005,v2v_development,62,1.5,0.0,3,0,False,1,388,535
0005,v2v_development,63,1.5,0.0,3,0,False,1,359,531
0005,v2v_development,64,1.5,0.0,3,0,False,1,368,528
0005,v2v_development,65,1.5,0.0,3,0,False,1,357,560
0005,v2v_development,66,1.5,0.0,3,0,False,1,352,552
0005,v2v_development,67,1.5,0.0,3,0,False,1,363,549
0005,v2v_development,68,1.5,0.0,3,0,False,1,360,561
0005,v2v_development,69,1.5,0.0,3,0,False,1,409,565
0005,v2v_development,70,1.0,0.0,2,0,False,1,430,621
0005,v2v_development,71,1.5,0.0,3,0,False,1,424,660
0005,v2v_development,72,1.0,0.0,2,0,False,1,481,640
0005,v2v_development,73,1.5,0.0,3,0,False,1,474,680
0005,v2v_development,74,1.0,0.0,2,0,False,1,534,725
0005,v2v_development,75,1.0,0.0,2,0,False,1,532,739
0005,v2v_development,76,1.5,0.0,3,0,False,1,583,773
0005,v2v_development,77,1.0,0.0,2,0,False,1,656,801
0005,v2v_development,78,1.0,0.0,2,0,False,1,547,723
0005,v2v_development,79,1.5,0.0,3,0,False,1,511,710
0005,v2v_development,80,1.5,0.0,3,0,False,1,522,749
0005,v2v_development,81,1.0,0.0,2,0,False,1,679,879
0005,v2v_development,82,1.0,0.0,2,0,False,1,596,786
0005,v2v_development,83,1.0,0.0,2,0,False,1,616,810
0005,v2v_development,84,1.0,0.0,2,0,False,1,638,804
0005,v2v_development,85,1.0,0.0,2,0,False,1,612,792
0005,v2v_development,86,1.0,0.0,2,0,False,1,635,778
0005,v2v_development,87,1.0,0.0,2,0,False,1,633,806
