sequence,sensor,frame,score,distance_sensor,positive_3m,positive_12m
0004,ego,39,0.620898,14.010433561447778,1,1
0004,ego,39,0.591034,18.633717295587648,1,1
0004,ego,39,0.568664,19.678730206552824,0,1
0004,ego,39,0.550306,14.034381409821972,1,1
0004,ego,39,0.533222,11.29851285068159,1,1
0004,ego,39,0.523767,16.42667452598502,1,1
0004,ego,39,0.517788,3.488422701496526,1,1
0004,ego,39,0.430035,18.76649059052363,1,1
0004,ego,39,0.404473,7.397778958582379,1,1
0004,ego,39,0.400357,18.830514265625887,1,1
0004,ego,39,0.384421,25.243853241287095,1,1
0004,ego,39,0.361852,12.382405727363233,1,1
0004,ego,39,0.324061,28.06849691280632,0,0
0004,ego,39,0.308447,21.89453243169016,1,1
0004,ego,39,0.29106,28.199684808185356,0,0
0004,ego,39,0.261967,28.708434128941864,1,1
0004,ego,39,0.259725,34.964399679147206,1,1
0004,ego,39,0.249467,22.893700778960707,1,1
0004,ego,39,0.248043,16.268090380485695,1,1
0004,ego,39,0.235399,30.058714778045616,1,1
0004,ego,39,0.203339,26.186031058442325,1,1
0004,ego,40,0.798155,8.343742755479164,1,1
0004,ego,40,0.721496,28.242650228245044,1,1
0004,ego,40,0.71862,12.084189931673906,1,1
0004,ego,40,0.617782,14.013451526178125,1,1
0004,ego,40,0.601003,12.181357900561343,1,1
0004,ego,40,0.594468,19.68799319026548,0,1
0004,ego,40,0.59331,18.68167625872075,1,1
0004,ego,40,0.529695,13.998536835341042,1,1
0004,ego,40,0.521979,16.43084219129281,1,1
0004,ego,40,0.517821,11.311652361246457,1,1
0004,ego,40,0.507782,3.463410887565772,1,1
0004,ego,40,0.408676,7.408707326722057,1,1
0004,ego,40,0.395974,18.796072938873642,1,1
0004,ego,40,0.378382,25.32458522677197,1,1
0004,ego,40,0.371594,12.436127557765925,1,1
0004,ego,40,0.335576,28.060684442667984,0,0
0004,ego,40,0.325744,18.89079313953358,1,1
0004,ego,40,0.31034,28.223076173922376,0,0
0004,ego,40,0.308168,21.88570841138262,1,1
0004,ego,40,0.297394,25.7606138183987,1,1
0004,ego,40,0.263898,22.87987070802828,1,1
0004,ego,40,0.259476,28.989937050379982,1,1
0004,ego,40,0.256858,16.283972270017166,1,1
0004,ego,40,0.209436,30.038179177363098,1,1
0004,ego,41,0.795944,8.342320507094072,1,1
0004,ego,41,0.75756,28.04412479248147,1,1
0004,ego,41,0.725757,12.111351737192095,1,1
0004,ego,41,0.63486,18.57529199312474,1,1
0004,ego,41,0.621639,13.998425730818482,1,1
0004,ego,41,0.592047,12.185408461338879,1,1
0004,ego,41,0.586844,19.663759197286005,0,0
0004,ego,41,0.536984,14.048492939073439,1,1
0004,ego,41,0.526299,16.43668553630068,1,1
0004,ego,41,0.523349,11.308900102934581,1,1
0004,ego,41,0.509653,3.478391377180591,1,1
0004,ego,41,0.428751,18.80035274639827,1,1
0004,ego,41,0.425514,18.78832494720636,1,1
0004,ego,41,0.408064,13.943091525074069,1,1
0004,ego,41,0.407413,12.361846535364215,1,1
0004,ego,41,0.401631,25.21087483013162,1,1
0004,ego,41,0.386757,7.405180599315539,1,1
0004,ego,41,0.347803,28.033898148356034,0,0
0004,ego,41,0.34387,28.20364981016331,0,0
0004,ego,41,0.335875,25.77671934585953,1,1
0004,ego,41,0.307585,21.823158016065708,1,1
0004,ego,41,0.303813,28.97862646350061,1,1
0004,ego,41,0.265611,16.289206869722822,1,1
0004,ego,41,0.253856,34.89768967647165,1,1
0004,ego,41,0.245771,22.858213061013895,1,1
0004,ego,41,0.216545,29.556790590714275,1,1
0004,ego,42,0.799142,8.348546300388245,1,1
0004,ego,42,0.707367,12.085150339121382,1,1
0004,ego,42,0.695084,27.715173615034065,1,1
0004,ego,42,0.680959,14.019215562255328,1,1
0004,ego,42,0.666558,18.70439754097672,1,1
0004,ego,42,0.588929,12.183623220884522,1,1
0004,ego,42,0.580825,19.66946396609458,0,0
0004,ego,42,0.535975,14.032866602710406,1,1
0004,ego,42,0.523983,16.427660456230136,1,1
0004,ego,42,0.506012,3.483231585341654,1,1
0004,ego,42,0.494009,11.288799774079376,1,1
0004,ego,42,0.409652,18.809712263028374,1,1
0004,ego,42,0.400523,12.390162185098468,1,1
0004,ego,42,0.391603,7.409441129726401,1,1
0004,ego,42,0.389454,18.827362975863032,1,1
0004,ego,42,0.379878,25.24113857612247,1,1
0004,ego,42,0.335714,28.01775886709758,0,0
0004,ego,42,0.320624,28.23776222776883,0,0
0004,ego,42,0.318418,25.780464239109506,1,1
0004,ego,42,0.310144,13.355669771367683,1,1
0004,ego,42,0.301017,21.87928877981405,1,1
0004,ego,42,0.295057,28.999607218636758,1,1
0004,ego,42,0.254918,34.87385649426946,1,1
0004,ego,42,0.24922,27.67803245663669,0,0
0004,ego,42,0.237919,16.273181326023956,1,1
0004,ego,42,0.21454,29.56011827337382,1,1
0004,ego,42,0.214209,22.9419238180849,1,1
0004,ego,42,0.208538,36.015239576082635,0,0
0004,ego,43,0.798765,8.349044454717395,1,1
0004,ego,43,0.695946,27.307380087519725,1,1
0004,ego,43,0.693095,12.11795572682661,1,1
0004,ego,43,0.683499,13.914960491838993,1,1
0004,ego,43,0.671539,18.721884937562084,1,1
0004,ego,43,0.595751,19.666259127342556,0,1
0004,ego,43,0.583743,12.181377220647098,1,1
0004,ego,43,0.53056,14.040494570027091,1,1
0004,ego,43,0.518156,16.45273209986555,1,1
0004,ego,43,0.513151,11.314317141909582,1,1
0004,ego,43,0.503446,3.4725382903306485,1,1
0004,ego,43,0.433252,13.181455730750137,1,1
0004,ego,43,0.430604,18.811123115865517,1,1
0004,ego,43,0.386734,25.190930658573713,1,1
0004,ego,43,0.384366,34.851719192237404,1,1
0004,ego,43,0.383511,18.795053894467554,1,1
0004,ego,43,0.364019,12.45334112270311,1,1
0004,ego,43,0.360857,7.40322602604087,1,1
0004,ego,43,0.321308,28.212590968878594,0,0
0004,ego,43,0.318773,28.089391577949083,0,0
0004,ego,43,0.296785,21.8674612721931,1,1
0004,ego,43,0.290366,25.745018920993477,1,1
0004,ego,43,0.274941,29.010427910944923,1,1
0004,ego,43,0.263735,22.921355787920422,1,1
0004,ego,43,0.254486,16.29134045588177,1,1
0004,ego,43,0.243571,30.130378470532694,1,1
0004,ego,44,0.799862,8.367015730274604,1,1
0004,ego,44,0.741742,27.110083436667086,1,1
0004,ego,44,0.707465,14.05870373711535,1,1
0004,ego,44,0.700339,12.081305708105377,1,1
0004,ego,44,0.686907,12.929173359783901,1,1
0004,ego,44,0.657535,18.71012098492734,1,1
0004,ego,44,0.59359,19.67112592790692,0,1
0004,ego,44,0.581413,12.184999741558348,1,1
0004,ego,44,0.546919,14.095507217729756,1,1
0004,ego,44,0.526139,11.287089037535232,1,1
0004,ego,44,0.517966,3.4808598603474747,1,1
0004,ego,44,0.503779,16.43250977115115,1,1
0004,ego,44,0.408605,7.414829496624863,1,1
0004,ego,44,0.407037,18.779522564642,1,1
0004,ego,44,0.399078,18.798038982350285,1,1
0004,ego,44,0.358466,28.182177807668733,0,0
0004,ego,44,0.353214,34.897157765558745,1,1
0004,ego,44,0.351705,25.268323155202722,1,1
0004,ego,44,0.333524,28.117613544500678,0,0
0004,ego,44,0.327566,21.877889247098405,1,1
0004,ego,44,0.307673,25.73038455327998,1,1
0004,ego,44,0.270742,12.41342678642346,1,1
0004,ego,44,0.269464,29.043067927325808,1,1
0004,ego,44,0.250392,22.913496432010195,1,1
0004,ego,44,0.243768,16.25854236197206,1,1
0004,ego,45,0.796395,8.351685321119831,1,1
0004,ego,45,0.734635,12.676463501816308,1,1
0004,ego,45,0.713648,26.566922085897794,1,1
0004,ego,45,0.705528,12.103585933816163,1,1
0004,ego,45,0.623396,18.62237740754445,1,1
0004,ego,45,0.594698,19.668115963054806,0,1
0004,ego,45,0.591257,13.982031183281842,1,1
0004,ego,45,0.548051,12.234946788908267,1,1
0004,ego,45,0.540687,11.303834160150089,1,1
0004,ego,45,0.524635,14.038034457732108,1,1
0004,ego,45,0.523805,16.387626126683024,1,1
0004,ego,45,0.506501,3.4850131580525114,1,1
0004,ego,45,0.392541,25.20546042650005,1,1
0004,ego,45,0.390142,18.76910034764429,1,1
0004,ego,45,0.364328,7.391104519736812,1,1
0004,ego,45,0.361537,18.80649436566563,1,1
0004,ego,45,0.323265,28.10620712148208,0,0
0004,ego,45,0.318568,28.48515118613935,0,0
0004,ego,45,0.300842,12.441679187820913,1,1
0004,ego,45,0.296294,21.85401379432879,1,1
0004,ego,45,0.286651,29.01768395210908,1,1
0004,ego,45,0.269047,34.799641582963986,1,1
0004,ego,45,0.241675,25.78570530195868,1,1
0004,ego,45,0.228214,22.825290410796466,1,1
0004,ego,45,0.225423,16.250677395377338,1,1
0004,ego,45,0.215906,27.506806448540203,0,0
0004,ego,46,0.810857,8.330683609293057,1,1
0004,ego,46,0.754705,26.40958601707765,1,1
0004,ego,46,0.724607,12.111550085932826,1,1
0004,ego,46,0.690231,13.987569444005318,1,1
0004,ego,46,0.643108,18.624460341379113,1,1
0004,ego,46,0.584545,12.217103827291066,1,1
0004,ego,46,0.574801,19.667030624580445,0,0
0004,ego,46,0.547889,11.29737419636254,1,1
0004,ego,46,0.541552,14.01514293930836,1,1
0004,ego,46,0.517082,3.5064591210880756,1,1
0004,ego,46,0.515603,12.456511719665984,1,1
0004,ego,46,0.509678,16.42185353875953,1,1
0004,ego,46,0.416171,18.77113319133464,1,1
0004,ego,46,0.370284,18.81599178242351,1,1
0004,ego,46,0.355466,7.386577617887937,1,1
0004,ego,46,0.342843,34.69986476378964,1,1
0004,ego,46,0.336038,25.29606381330758,1,1
0004,ego,46,0.333025,28.072549062955183,0,1
0004,ego,46,0.32246,12.576533297127623,1,1
0004,ego,46,0.313465,28.199100415680636,0,0
0004,ego,46,0.292541,21.877490115849785,1,1
0004,ego,46,0.261408,16.27633181425348,1,1
0004,ego,46,0.255031,28.982152509646692,1,1
0004,ego,46,0.248421,29.408215828556227,1,1
0004,ego,46,0.222444,35.756818165625,0,0
0004,ego,46,0.206851,26.07791638536578,1,1
0004,ego,47,0.798927,8.361081370821003,1,1
0004,ego,47,0.712218,26.146940298626607,1,1
0004,ego,47,0.709963,12.077552470163988,1,1
0004,ego,47,0.691002,13.979027952212189,1,1
0004,ego,47,0.641019,18.669196523091667,1,1
0004,ego,47,0.582161,19.665292725194277,0,0
0004,ego,47,0.565428,12.211345503793762,1,1
0004,ego,47,0.539462,11.300929154500395,1,1
0004,ego,47,0.528667,13.979299688975017,1,1
0004,ego,47,0.524546,16.44085634038793,1,1
0004,ego,47,0.518019,3.484235786033052,1,1
0004,ego,47,0.4685,12.191535408816438,1,1
0004,ego,47,0.453237,18.795011228553285,1,1
0004,ego,47,0.404742,7.404979536285296,1,1
0004,ego,47,0.3999,18.785465886724793,1,1
0004,ego,47,0.397918,25.199282172911612,1,1
0004,ego,47,0.330343,28.222235169387844,0,0
0004,ego,47,0.328009,25.768881350122534,1,1
0004,ego,47,0.304641,12.570353953825384,1,1
0004,ego,47,0.300154,21.827851463927548,1,1
0004,ego,47,0.299595,28.109229670401856,0,1
0004,ego,47,0.275704,28.944893999939975,1,1
0004,ego,47,0.251552,16.28611204842795,1,1
0004,ego,47,0.232887,29.605829068246965,1,1
0004,ego,47,0.229555,34.87922445819283,1,1
0004,ego,48,0.807734,8.355487321402624,1,1
0004,ego,48,0.727834,11.885709927808358,1,1
0004,ego,48,0.656569,12.05429889758154,1,1
0004,ego,48,0.642355,25.785327029925448,1,1
0004,ego,48,0.612965,18.625982546395136,1,1
0004,ego,48,0.582807,19.668862237524824,0,0
0004,ego,48,0.570582,13.96205821227201,1,1
0004,ego,48,0.54097,11.306083086620097,1,1
0004,ego,48,0.533302,16.374292650274242,1,1
0004,ego,48,0.530691,12.252096985512072,1,1
0004,ego,48,0.516855,14.07167350154253,1,1
0004,ego,48,0.512734,3.496251347236294,1,1
0004,ego,48,0.422516,18.77360141473833,1,1
0004,ego,48,0.403435,18.779553499406852,1,1
0004,ego,48,0.378854,7.379685139597353,1,1
0004,ego,48,0.352052,25.32172748030884,1,1
0004,ego,48,0.348425,21.854977043739623,1,1
0004,ego,48,0.348348,12.597557578384846,1,1
0004,ego,48,0.339239,28.107579335471954,0,0
0004,ego,48,0.333863,34.785958958135275,1,1
0004,ego,48,0.32531,28.175537225556784,0,0
0004,ego,48,0.276952,25.753583164040087,1,1
0004,ego,48,0.269292,28.98902093489416,1,1
0004,ego,48,0.248139,25.24469174292673,0,0
0004,ego,48,0.234659,16.2274933671129,1,1
0004,ego,48,0.217646,22.851637345479055,1,1
0004,ego,48,0.210596,29.54308056024708,1,1
0004,ego,49,0.805699,8.351167305894727,1,1
0004,ego,49,0.7568,11.815903079152827,1,1
0004,ego,49,0.716318,25.676749665958436,1,1
0004,ego,49,0.708832,12.079558451441878,1,1
0004,ego,49,0.610531,18.644861304693606,1,1
0004,ego,49,0.610069,14.078980420311227,1,1
0004,ego,49,0.580147,12.216735366016573,1,1
0004,ego,49,0.564642,19.647861334382938,0,0
0004,ego,49,0.545191,14.022691618251596,1,1
0004,ego,49,0.53789,16.380172082538603,1,1
0004,ego,49,0.536171,11.317576551234012,1,1
0004,ego,49,0.522554,3.5075278660577625,1,1
0004,ego,49,0.438261,18.76985401737704,1,1
0004,ego,49,0.354711,7.383302891203509,1,1
0004,ego,49,0.352651,18.824605374038548,1,1
0004,ego,49,0.337831,28.075443308399333,0,0
0004,ego,49,0.330268,34.882111472356314,1,1
0004,ego,49,0.322,12.76811238967106,1,1
0004,ego,49,0.312625,25.324006815703118,1,1
0004,ego,49,0.295239,21.866108126390348,1,1
0004,ego,49,0.288793,28.983142153501646,1,1
0004,ego,49,0.253242,28.20077662798649,0,0
0004,ego,49,0.247657,16.258747676963967,1,1
0004,ego,49,0.236385,30.063392400844936,1,1
0004,ego,49,0.219703,22.938584667777516,1,1
0004,ego,49,0.219079,25.75473342059203,1,1
0004,ego,49,0.20173,35.82152300660177,0,0
0004,ego,50,0.795691,8.358079064647026,1,1
0004,ego,50,0.738031,25.381128694305147,1,1
0004,ego,50,0.720273,11.821911409606368,1,1
0004,ego,50,0.707304,12.06763278576657,1,1
0004,ego,50,0.677422,13.994670277306756,1,1
0004,ego,50,0.646895,18.863035725564444,1,1
0004,ego,50,0.60831,19.67650749271552,0,1
0004,ego,50,0.574469,12.19594068679944,1,1
0004,ego,50,0.541801,14.034102543341524,1,1
0004,ego,50,0.538532,16.38493474436837,1,1
0004,ego,50,0.52328,11.291062187821392,1,1
0004,ego,50,0.516577,3.481663682993017,1,1
0004,ego,50,0.42251,18.742959592188342,1,1
0004,ego,50,0.418734,18.79577843164134,1,1
0004,ego,50,0.393774,7.386557262183335,1,1
0004,ego,50,0.379228,25.376477838195374,1,1
0004,ego,50,0.362146,12.625160016347342,1,1
0004,ego,50,0.341371,28.21438764293342,0,0
0004,ego,50,0.326549,21.896244817380214,1,1
0004,ego,50,0.324558,25.721730400745788,1,1
0004,ego,50,0.321499,28.11368590964511,0,0
0004,ego,50,0.318888,34.96437190690323,1,1
0004,ego,50,0.296677,23.025649096548424,1,1
0004,ego,50,0.283828,28.94815125456092,1,1
0004,ego,50,0.257378,16.288259237682492,1,1
0004,ego,50,0.23923,30.133973390253367,1,1
0004,ego,51,0.830421,11.992143495625834,1,1
0004,ego,51,0.798779,8.344348188927041,1,1
0004,ego,51,0.723951,12.069243766174468,1,1
0004,ego,51,0.719118,24.919564871634343,1,1
0004,ego,51,0.693431,14.054921994231641,1,1
0004,ego,51,0.644994,18.608764230753675,1,1
0004,ego,51,0.571524,19.653416939327602,0,0
0004,ego,51,0.565192,12.213123699888733,1,1
0004,ego,51,0.554729,16.44544446147383,1,1
0004,ego,51,0.541318,11.30515796607878,1,1
0004,ego,51,0.536012,14.061837891644073,1,1
0004,ego,51,0.499304,3.490571931292922,1,1
0004,ego,51,0.41222,18.755447472236355,1,1
0004,ego,51,0.406312,18.78538997828528,1,1
0004,ego,51,0.39016,12.520224681774318,1,1
0004,ego,51,0.387394,25.728048268664708,1,1
0004,ego,51,0.352142,25.318682017424702,1,1
0004,ego,51,0.338566,34.75800630544836,1,1
0004,ego,51,0.333414,7.38647757250884,1,1
0004,ego,51,0.311863,28.17182831662881,0,0
0004,ego,51,0.311174,28.459537478430406,0,0
0004,ego,51,0.263991,21.804569293215952,1,1
0004,ego,51,0.256129,29.019253979115213,1,1
0004,ego,51,0.22178,22.97703749580368,1,1
0004,ego,51,0.216096,25.4900251736003,0,0
0004,ego,51,0.213971,27.54612622719485,0,0
0004,ego,51,0.208581,29.51193974916339,1,1
0004,ego,51,0.208356,16.240012452354623,1,1
0004,ego,52,0.79861,8.366557969417844,1,1
0004,ego,52,0.685971,24.833869669102235,1,1
0004,ego,52,0.683996,13.937990493150807,1,1
0004,ego,52,0.67247,12.155454154597031,1,1
0004,ego,52,0.672237,12.084035008253727,1,1
0004,ego,52,0.60092,18.6317617948628,1,1
0004,ego,52,0.588174,19.689066862649028,0,0
0004,ego,52,0.567815,12.21048630725038,1,1
0004,ego,52,0.550667,16.499871630965576,1,1
0004,ego,52,0.526557,14.031402031531737,1,1
0004,ego,52,0.516245,11.304435236928082,1,1
0004,ego,52,0.504953,3.479622969788632,1,1
0004,ego,52,0.454635,18.76892821299142,1,1
0004,ego,52,0.411793,7.405851278026558,1,1
0004,ego,52,0.361397,18.789262913707205,1,1
0004,ego,52,0.344342,12.532532795719105,1,1
0004,ego,52,0.320982,21.839327889594635,1,1
0004,ego,52,0.318569,25.31357877120098,1,1
0004,ego,52,0.307155,28.245843180864135,0,0
0004,ego,52,0.287951,28.133615699564338,0,0
0004,ego,52,0.278669,25.749858762087417,1,1
0004,ego,52,0.27134,29.544800255370163,1,1
0004,ego,52,0.256811,16.285357386218607,1,1
0004,ego,52,0.247793,23.01282477413583,1,1
0004,ego,52,0.245708,28.96130479431866,1,1
0004,ego,52,0.234936,34.90243856767898,1,1
0004,ego,52,0.209329,27.55861273507714,0,0
0004,ego,53,0.85091,12.510505752889289,1,1
0004,ego,53,0.794959,8.353469082325484,1,1
0004,ego,53,0.713744,12.064764150835352,1,1
0004,ego,53,0.626069,24.607486864963942,1,1
0004,ego,53,0.622816,18.663989617025532,1,1
0004,ego,53,0.618399,14.04191917271793,1,1
0004,ego,53,0.573789,12.208776529418952,1,1
0004,ego,53,0.572996,19.65512110795161,0,0
0004,ego,53,0.540057,11.317930218029165,1,1
0004,ego,53,0.539265,14.023434581324219,1,1
0004,ego,53,0.522042,16.461965367335516,1,1
0004,ego,53,0.510347,3.4973257183444666,1,1
0004,ego,53,0.445399,18.767637511442643,1,1
0004,ego,53,0.385085,34.77268953432564,1,1
0004,ego,53,0.359762,18.82421994067135,1,1
0004,ego,53,0.341581,28.110170359323615,0,0
0004,ego,53,0.33702,7.383426064046268,1,1
0004,ego,53,0.323946,25.301532049553835,1,1
0004,ego,53,0.308126,25.7968392705916,1,1
0004,ego,53,0.305109,12.60968041109486,1,1
0004,ego,53,0.297124,28.463256942006762,0,0
0004,ego,53,0.281972,21.840560557252005,1,1
0004,ego,53,0.262743,35.79005522668766,0,0
0004,ego,53,0.232879,29.046554624200045,1,1
0004,ego,53,0.231634,16.242966049962984,1,1
0004,ego,53,0.219682,29.482927506365392,1,1
0004,ego,53,0.21404,22.943650807264373,1,1
0004,ego,54,0.821797,12.885263075634933,1,1
0004,ego,54,0.79786,8.378407810860084,1,1
0004,ego,54,0.687871,12.039891469038716,1,1
0004,ego,54,0.652536,13.984584013207641,1,1
0004,ego,54,0.615628,18.609505468719178,1,1
0004,ego,54,0.579665,12.23232024957653,1,1
0004,ego,54,0.570056,19.657244895598158,0,1
0004,ego,54,0.542147,16.692935931131977,1,1
0004,ego,54,0.535712,11.299095202630165,1,1
0004,ego,54,0.517385,14.092634773547351,1,1
0004,ego,54,0.504111,3.47755165299605,1,1
0004,ego,54,0.483154,24.14790605243134,1,1
0004,ego,54,0.460899,18.755423671942616,1,1
0004,ego,54,0.427167,18.728790844213087,1,1
0004,ego,54,0.383666,12.4511139720466,1,1
0004,ego,54,0.378465,7.394748070748817,1,1
0004,ego,54,0.35601,34.81726315316281,1,1
0004,ego,54,0.351409,28.190463826226768,0,0
0004,ego,54,0.331922,25.33735453147597,1,1
0004,ego,54,0.313945,28.153675646586894,0,0
0004,ego,54,0.313523,25.78951076252363,1,1
0004,ego,54,0.254435,29.018784103912004,1,1
0004,ego,54,0.233093,21.80743296675833,1,1
0004,ego,54,0.223277,16.223692370859176,1,1
0004,ego,54,0.215224,22.99669204709541,1,1
0004,ego,55,0.79862,8.345381590490081,1,1
0004,ego,55,0.727011,12.06872099125764,1,1
0004,ego,55,0.643631,13.98519632097977,1,1
0004,ego,55,0.613642,24.023446862069544,1,1
0004,ego,55,0.600802,18.775940799836896,1,1
0004,ego,55,0.600466,19.677266204331442,0,1
0004,ego,55,0.583349,13.537384207141828,1,1
0004,ego,55,0.542503,12.266035764715792,1,1
0004,ego,55,0.540924,16.706501871841212,1,1
0004,ego,55,0.529532,11.30623963204688,1,1
0004,ego,55,0.529291,14.058605700014246,1,1
0004,ego,55,0.503523,3.484177710077781,1,1
0004,ego,55,0.443001,18.766079089028935,1,1
0004,ego,55,0.394589,18.773734139531886,1,1
0004,ego,55,0.384194,34.87616966315843,1,1
0004,ego,55,0.342131,25.307658911127064,1,1
0004,ego,55,0.337377,7.394169942350325,1,1
0004,ego,55,0.334718,28.09725201360633,0,0
0004,ego,55,0.323624,28.219154339863305,0,0
0004,ego,55,0.323173,21.883418833662716,1,1
0004,ego,55,0.282976,12.569256851843233,1,1
0004,ego,55,0.266438,25.746714178374415,1,1
0004,ego,55,0.24459,28.65016363117935,1,1
0004,ego,55,0.233179,22.980980132430723,1,1
0004,ego,55,0.218841,26.808491717694302,0,0
0004,ego,55,0.217704,16.19587542020267,1,1
0004,ego,55,0.201628,30.96620792492261,1,1
0004,ego,56,0.808592,13.890858562849067,1,1
0004,ego,56,0.79563,8.355566828605536,1,1
0004,ego,56,0.718757,12.075785784591176,1,1
0004,ego,56,0.67142,23.822652866069937,1,1
0004,ego,56,0.646037,18.833677719350064,1,1
0004,ego,56,0.606806,19.67313753621529,0,1
0004,ego,56,0.603026,14.014434095748266,1,1
0004,ego,56,0.55325,12.230541540208318,1,1
0004,ego,56,0.548671,14.054276416223255,1,1
0004,ego,56,0.530537,11.301811538924634,1,1
0004,ego,56,0.522769,16.683221994341416,1,1
0004,ego,56,0.51171,3.496961463208109,1,1
0004,ego,56,0.409728,7.397791731815722,1,1
0004,ego,56,0.395639,18.73895933779907,1,1
0004,ego,56,0.375374,18.84241304957157,1,1
0004,ego,56,0.344831,34.86558764524427,1,1
0004,ego,56,0.312854,25.39399399374295,1,1
0004,ego,56,0.305814,28.24225711049641,0,0
0004,ego,56,0.304913,28.201127203624754,0,0
0004,ego,56,0.304409,21.881386869356362,1,1
0004,ego,56,0.277449,25.733517318093305,1,1
0004,ego,56,0.266409,22.928098093687883,1,1
0004,ego,56,0.257841,12.723170416384374,1,1
0004,ego,56,0.241289,29.038589470802417,1,1
0004,ego,56,0.238399,30.102866173128167,1,1
0004,ego,56,0.227621,16.295480066567407,1,1
0004,ego,56,0.220365,36.02042822808925,0,0
0004,ego,57,0.808073,14.585097474961385,1,1
0004,ego,57,0.802737,8.367255509207258,1,1
0004,ego,57,0.730324,12.043239641441602,1,1
0004,ego,57,0.687301,13.928720633194606,1,1
0004,ego,57,0.650724,23.674219137188366,1,1
0004,ego,57,0.591766,12.183748873475396,1,1
0004,ego,57,0.577551,19.679823574894385,0,0
0004,ego,57,0.555316,18.75376393435655,1,1
0004,ego,57,0.535297,14.03606304363818,1,1
0004,ego,57,0.518883,16.738566808422732,1,1
0004,ego,57,0.518563,11.302279669112261,1,1
0004,ego,57,0.507228,3.484571626457691,1,1
0004,ego,57,0.438331,18.73117103534971,1,1
0004,ego,57,0.413306,18.78324668547725,1,1
0004,ego,57,0.407872,7.406835741709211,1,1
0004,ego,57,0.307792,28.211629568780673,0,0
0004,ego,57,0.300342,25.23459047487991,1,1
0004,ego,57,0.291904,25.753046741712872,1,1
0004,ego,57,0.274457,28.198628764265294,0,0
0004,ego,57,0.266472,23.133833947240745,1,1
0004,ego,57,0.265609,28.976624493065874,1,1
0004,ego,57,0.262595,16.286392944871803,1,1
0004,ego,57,0.260443,34.83346304391764,1,1
0004,ego,57,0.258212,21.8695402127178,1,1
0004,ego,57,0.251016,12.639466037983064,1,1
0004,ego,57,0.249784,29.527244371999245,1,1
0004,ego,58,0.811374,8.364706344743444,1,1
0004,ego,58,0.738598,12.076094887997568,1,1
0004,ego,58,0.678888,13.999687696659365,1,1
0004,ego,58,0.673604,15.029638898322508,1,1
0004,ego,58,0.663042,23.39442553281444,1,1
0004,ego,58,0.603774,18.744319314010063,1,1
0004,ego,58,0.568803,19.664712082023886,0,1
0004,ego,58,0.558444,12.224673633295378,1,1
0004,ego,58,0.544512,11.304872483633872,1,1
0004,ego,58,0.537403,14.065181442397156,1,1
0004,ego,58,0.526521,16.750699333590134,1,1
0004,ego,58,0.495094,3.481197750297683,1,1
0004,ego,58,0.423289,18.746667515147646,1,1
0004,ego,58,0.422426,18.70387441792839,1,1
0004,ego,58,0.407486,7.413819244042593,1,1
0004,ego,58,0.307358,28.473317503602456,0,0
0004,ego,58,0.306739,28.167856925182026,0,0
0004,ego,58,0.285669,25.262747260512125,1,1
0004,ego,58,0.27497,29.536287011621365,1,1
0004,ego,58,0.274148,29.029828752040288,1,1
0004,ego,58,0.265049,34.8040505318973,1,1
0004,ego,58,0.260304,16.268527371643753,1,1
0004,ego,58,0.252583,21.82125265242344,1,1
0004,ego,58,0.248577,23.05173506452178,1,1
0004,ego,58,0.24483,26.120728868565095,1,1
0004,ego,58,0.21487,35.83622858090266,0,0
0004,ego,59,0.807758,8.36620266122907,1,1
0004,ego,59,0.784453,15.914342980785666,1,1
0004,ego,59,0.722238,12.051499290107072,1,1
0004,ego,59,0.636001,18.66349124449077,1,1
0004,ego,59,0.630133,23.20186231774362,1,1
0004,ego,59,0.621009,14.098400564580356,1,1
0004,ego,59,0.596933,12.179725097043612,1,1
0004,ego,59,0.551098,19.64725505962034,0,1
0004,ego,59,0.544286,11.312273346995951,1,1
0004,ego,59,0.534785,14.015277432999497,1,1
0004,ego,59,0.507948,3.49022340664722,1,1
0004,ego,59,0.490437,16.77676304492506,1,1
0004,ego,59,0.428169,18.74214368907141,1,1
0004,ego,59,0.364163,7.382307863807626,1,1
0004,ego,59,0.359846,18.81983017308852,1,1
0004,ego,59,0.345909,25.15625316561085,1,1
0004,ego,59,0.345554,28.16855807244968,0,0
0004,ego,59,0.330842,34.71526811867208,1,1
0004,ego,59,0.279112,28.15431985774938,0,0
0004,ego,59,0.258175,29.056979173202194,1,1
0004,ego,59,0.244884,21.81785062264826,1,1
0004,ego,59,0.242998,16.254911922389027,1,1
0004,ego,59,0.240842,25.739630055520614,1,1
0004,ego,59,0.214592,35.89976310084048,0,0
0004,ego,59,0.214096,12.723033071636717,1,1
0004,ego,59,0.208209,22.930494040217173,1,1
0004,ego,60,0.871486,16.924900969528448,1,1
0004,ego,60,0.805798,8.351310811186057,1,1
0004,ego,60,0.719623,12.052927660577751,1,1
0004,ego,60,0.632457,18.799797175755806,1,1
0004,ego,60,0.619418,13.96869247463584,1,1
0004,ego,60,0.586868,12.214633998989882,1,1
0004,ego,60,0.567544,19.65912477112837,0,1
0004,ego,60,0.537714,14.097831306814394,1,1
0004,ego,60,0.535601,11.314708013918212,1,1
0004,ego,60,0.515663,23.176279259860223,1,1
0004,ego,60,0.51245,3.4812188762976177,1,1
0004,ego,60,0.455838,16.777138448568188,1,1
