panel,condition,term,value,sequence,frame,robot,arm,selected
b,reliable,existence_probability,0.0032623192006826685,v2xt_0001,77,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0032123787987864538,v2xt_0001,78,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.003173443428521347,v2xt_0001,79,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0030669583996152092,v2xt_0001,80,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.003127433286855075,v2xt_0001,81,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.003088615272836834,v2xt_0001,82,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0030736743227827443,v2xt_0001,83,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.003053405491890396,v2xt_0001,84,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.00312414681264466,v2xt_0001,85,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0030424896326099894,v2xt_0001,86,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002911088324866938,v2xt_0001,87,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0028851166291911645,v2xt_0001,88,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002019237524172032,v2xt_0001,89,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0020298803840441363,v2xt_0001,90,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002139880098044024,v2xt_0001,91,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002311443263233142,v2xt_0001,92,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002434177241569043,v2xt_0001,93,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002063646447677788,v2xt_0001,94,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0023676256556356733,v2xt_0001,95,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002515554557676758,v2xt_0001,96,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002057130267869259,v2xt_0001,97,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0024047108684540222,v2xt_0001,98,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0026129074546049867,v2xt_0001,99,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.00272390702656691,v2xt_0001,100,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0027870527761972214,v2xt_0001,101,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0019728583673158063,v2xt_0001,102,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0025737752888606376,v2xt_0001,103,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0025763476031642964,v2xt_0001,104,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.00204815270329918,v2xt_0001,105,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.001967279859446211,v2xt_0001,106,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002270956115984124,v2xt_0001,107,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002342469212100476,v2xt_0001,108,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0026127131431721074,v2xt_0001,109,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0027078050620483636,v2xt_0001,110,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002703417749168106,v2xt_0001,111,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0025855452221113296,v2xt_0001,112,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0026231467109090042,v2xt_0001,113,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0026182479310493095,v2xt_0001,114,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002596614995037794,v2xt_0001,115,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0025118305439059277,v2xt_0001,116,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0025722200127779645,v2xt_0001,117,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0018071550028604987,v2xt_0001,118,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0018027844404428812,v2xt_0001,119,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.00221236453640923,v2xt_0001,120,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.002308826929499453,v2xt_0001,121,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0016597645857297893,v2xt_0001,122,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0035907062666853994,v2xt_0001,123,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.004372353457258569,v2xt_0001,124,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.0038946779337115075,v2xt_0001,125,1,marked_gaussian_evidence,False
b,reliable,existence_probability,0.003821757584775912,v2xt_0001,126,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,127,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,128,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,129,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,130,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,131,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,132,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,133,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,134,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,135,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,136,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,137,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,138,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,139,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,140,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,141,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,142,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,143,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,144,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,145,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,146,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,147,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,148,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,149,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,150,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,151,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,152,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,153,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,154,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,155,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,156,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,157,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,158,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,159,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,160,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,161,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,162,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,163,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,164,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,165,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,166,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,167,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,168,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,169,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,170,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,171,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,172,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,173,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,174,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,175,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,176,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,177,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,178,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,179,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,180,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,181,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,182,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,183,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,184,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,185,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,186,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,187,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,188,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,189,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,190,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,191,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,192,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,193,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,194,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,195,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,196,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,197,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,198,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,199,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,200,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,201,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,202,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,203,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,204,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,205,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,206,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,207,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,208,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,209,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,210,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,211,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,212,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,213,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,214,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,215,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,216,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,217,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,218,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,219,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,220,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,221,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,222,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,223,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,224,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,225,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,226,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,227,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,228,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,229,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,230,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,231,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,232,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,233,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,234,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,235,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,236,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,237,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,238,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,239,1,marked_gaussian_evidence,False
b,reliable,existence_probability,,v2xt_0001,240,1,marked_gaussian_evidence,False
c,reliable,positive_log_odds,0.0,v2xt_0001,3,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.4128574664099799,v2xt_0001,4,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,5,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,6,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,3.6003902753903735e-22,v2xt_0001,7,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,8,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,9,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,10,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,11,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,12,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,13,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,4.1844481606159894e-10,v2xt_0001,14,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,1.258085795851094e-09,v2xt_0001,15,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,7.969130348292334e-10,v2xt_0001,16,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,4.359604046694331e-10,v2xt_0001,17,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,7.029649998633009e-11,v2xt_0001,18,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,1.0517301350829746e-10,v2xt_0001,19,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.02528661151418795,v2xt_0001,20,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,1.2892178067488114e-11,v2xt_0001,21,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,5.709784584138981e-13,v2xt_0001,22,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,2.1194888280857246e-12,v2xt_0001,23,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,2.3235657717519036e-12,v2xt_0001,24,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,3.5723719365669204e-12,v2xt_0001,25,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,3.6016217534679082e-12,v2xt_0001,26,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,2.3580262214149435e-12,v2xt_0001,27,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,4.563681230165684e-12,v2xt_0001,28,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,4.548994518354889e-12,v2xt_0001,29,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,5.195717744657823e-12,v2xt_0001,30,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,4.827833989000898e-12,v2xt_0001,31,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,6.607735661394148e-12,v2xt_0001,32,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,8.344715164279446e-12,v2xt_0001,33,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,1.7406568619589802e-12,v2xt_0001,34,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,9.701757556899227e-12,v2xt_0001,35,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,7.538899451228633e-12,v2xt_0001,36,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,5.779778969430491e-12,v2xt_0001,37,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,5.597680601636809e-12,v2xt_0001,38,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,5.116287573069755e-12,v2xt_0001,39,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,6.317792903488952e-12,v2xt_0001,40,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,4.9219509592725196e-12,v2xt_0001,41,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,5.352650052490286e-12,v2xt_0001,42,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,7.115859393016779e-12,v2xt_0001,43,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,5.812541477854841e-12,v2xt_0001,44,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,3.2925721360499027e-12,v2xt_0001,45,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,5.189130428227327e-12,v2xt_0001,46,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,7.48468002757695e-12,v2xt_0001,47,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,2.169395391205059e-12,v2xt_0001,48,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,4.597224432890251e-12,v2xt_0001,49,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,5.67104766075505e-12,v2xt_0001,50,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,7.563903583993427e-12,v2xt_0001,51,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,8.503532571531316e-12,v2xt_0001,52,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,9.697817495082498e-12,v2xt_0001,53,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,9.604263254678569e-12,v2xt_0001,54,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,1.8337912298442495e-12,v2xt_0001,55,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,1.4196318129497005e-11,v2xt_0001,56,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,2.137210631028445e-11,v2xt_0001,57,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,3.817723517627751e-11,v2xt_0001,58,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,59,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,60,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,61,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,62,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,63,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,64,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,65,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,66,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,67,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,68,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,69,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,70,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,71,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,72,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,73,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,74,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,75,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,76,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,77,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,78,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,79,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,80,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,81,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,82,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,83,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,84,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,85,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,86,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,87,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,88,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,89,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,90,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,91,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,92,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,93,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,94,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,95,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,96,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,97,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,98,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,99,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,100,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,101,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,102,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,103,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,104,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,105,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,106,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,107,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,108,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,109,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,110,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,111,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,112,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,113,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,114,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,115,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,116,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,117,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,118,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,119,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,120,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,121,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,122,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,1.0532933939915676e-87,v2xt_0001,123,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.035646075136066414,v2xt_0001,124,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,0.0,v2xt_0001,125,1,marked_gaussian_evidence,
c,reliable,positive_log_odds,2.9054641445235157e-05,v2xt_0001,126,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,3,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,-0.9419666289521096,v2xt_0001,4,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,5,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,6,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,-0.9419666289521096,v2xt_0001,7,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,8,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,9,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,10,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,11,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,12,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,13,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,14,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,15,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,16,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,17,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,18,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,19,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,20,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,21,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,22,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,23,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,24,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,25,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,26,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,27,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,28,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,29,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,30,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,31,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,32,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,33,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,34,1,marked_gaussian_evidence,
c,reliable,negative_log_odds,0.0,v2xt_0001,35,1,marked_gaussian_evidence,
